empid,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,salary,left
8303,0.29,0.4,6,205,3,0,0,medium,0
8304,0.91,0.48,3,224,3,0,0,medium,0
8305,0.55,0.97,4,267,4,0,0,medium,0
8306,0.57,0.81,4,200,3,1,0,medium,0
8307,0.27,0.48,3,97,6,0,0,medium,0
8308,0.7,0.43,6,253,3,0,0,high,0
8309,0.63,0.68,4,191,2,0,0,high,0
8310,0.97,0.63,5,199,2,1,0,high,0
8311,0.28,0.52,3,127,4,0,0,high,0
8312,0.7,0.6,3,187,2,0,0,high,0
8313,0.83,0.51,4,215,3,0,0,high,0
8314,0.22,0.76,4,176,6,1,0,high,0
8315,0.55,0.47,3,194,2,0,0,high,0
8316,0.33,0.77,3,216,3,0,0,high,0
8317,0.5,0.78,4,185,3,0,0,high,0
8318,0.93,0.88,5,140,3,0,0,high,0
8319,0.77,0.66,3,260,4,0,0,high,0
8320,0.93,0.97,5,137,4,0,0,low,0
8321,0.72,1,4,151,2,0,0,low,0
8322,0.78,0.53,3,152,2,0,0,low,0
8323,0.55,0.75,4,166,2,0,0,low,0
8324,0.39,0.86,3,261,2,0,0,low,0
8325,0.67,0.78,3,235,3,0,0,low,0
8326,0.61,0.89,3,201,2,0,0,low,0
8327,0.6,0.69,6,250,5,1,0,low,0
8328,0.48,0.64,4,146,2,0,0,low,0
8329,0.75,0.84,4,195,3,0,0,low,0
8330,0.87,0.58,4,259,3,0,0,low,0
8331,0.51,0.54,4,166,4,1,0,low,0
8332,0.63,0.9,4,188,4,1,0,low,0
8333,0.6,0.57,3,203,2,0,0,low,0
8334,0.7,0.99,3,167,3,0,0,low,0
8335,0.5,0.99,2,258,3,1,0,medium,0
8336,0.59,0.51,2,126,3,0,0,medium,0
8337,0.52,0.39,6,246,4,0,0,medium,0
8338,0.55,0.49,3,205,3,0,0,medium,0
8339,0.81,0.62,5,201,3,1,0,medium,0
8340,0.94,0.98,4,197,3,0,0,medium,0
8341,0.98,0.61,3,272,3,0,0,medium,0
8342,0.83,0.84,4,206,2,0,0,medium,0
8343,0.93,0.62,3,184,3,0,0,medium,0
8344,0.99,0.54,3,199,2,0,0,medium,0
8345,0.55,0.57,4,220,3,0,0,medium,0
8346,0.96,0.83,3,233,3,0,0,medium,0
8347,0.28,0.77,3,221,3,0,0,high,0
8348,0.97,0.6,6,168,5,1,0,high,0
8349,0.8,0.78,3,251,3,0,0,high,0
8350,0.75,0.55,2,188,3,0,0,high,0
8351,0.89,0.88,3,203,3,0,0,high,0
8352,0.6,0.76,5,168,2,1,0,high,0
8353,0.73,0.98,3,227,2,1,0,high,0
8354,0.88,0.75,4,159,2,0,0,high,0
8355,0.5,0.7,3,159,3,0,0,low,0
8356,0.53,0.78,5,275,5,0,0,low,0
8357,0.95,0.43,6,283,2,0,0,low,0
8358,0.94,0.53,5,169,3,0,0,low,0
8359,0.49,0.8,3,227,4,1,0,low,0
8360,0.59,0.57,3,147,4,0,0,low,0
8361,0.51,0.91,3,227,2,0,0,low,0
8362,0.66,0.66,4,166,3,0,0,low,0
8363,0.76,0.94,4,168,6,0,0,medium,0
8364,0.12,0.59,3,229,6,0,0,medium,0
8365,0.84,0.65,3,134,3,0,0,medium,0
8366,0.94,0.81,3,196,3,0,0,medium,0
8367,0.63,0.84,4,181,3,0,0,medium,0
8368,0.79,0.99,4,177,3,1,0,medium,0
8369,0.85,0.68,3,272,2,1,0,medium,0
8370,0.74,0.52,3,213,3,0,0,medium,0
8371,0.23,0.75,6,220,3,0,0,medium,0
8372,0.62,0.51,4,274,2,0,0,medium,0
8373,0.36,0.56,6,242,6,0,0,medium,0
8374,0.7,0.83,4,182,3,0,0,medium,0
8375,0.57,0.75,5,172,4,0,0,medium,0
8376,0.83,0.99,3,226,3,0,0,medium,0
8377,0.71,0.96,3,132,2,0,0,medium,0
8378,0.23,0.72,6,121,3,0,0,medium,0
8379,0.59,0.69,4,207,2,0,0,medium,0
8380,0.69,0.61,2,141,3,0,0,medium,0
8381,0.63,0.81,5,189,3,0,0,medium,0
8382,0.9,0.59,6,269,4,1,0,medium,0
8383,0.31,0.57,4,200,4,0,0,medium,0
8384,0.92,0.62,3,199,2,0,0,medium,0
8385,0.96,0.87,4,213,3,0,0,medium,0
8386,0.66,0.51,6,105,4,0,0,high,0
8387,0.48,0.97,4,141,2,0,0,low,0
8388,0.15,0.55,3,255,3,1,0,medium,0
8389,0.59,0.79,3,217,4,0,0,medium,0
8390,0.66,0.85,6,165,5,0,0,medium,0
8391,0.69,0.92,5,220,2,0,0,medium,0
8392,0.65,0.79,4,241,4,0,0,medium,0
8393,0.58,0.94,5,274,3,0,0,medium,0
8394,0.72,0.57,4,224,4,0,0,medium,0
8395,0.65,0.99,5,240,5,0,0,medium,0
8396,0.63,0.77,5,210,3,0,0,medium,0
8397,0.55,0.87,3,215,2,0,0,medium,0
8398,0.74,0.56,4,254,2,0,0,low,0
8399,0.58,0.84,4,150,4,1,0,low,0
8400,0.71,0.72,4,177,3,0,0,low,0
8401,0.83,0.37,5,101,4,1,0,low,0
8402,0.63,0.52,3,183,2,0,0,low,0
8403,0.56,0.61,3,224,3,0,0,low,0
8404,0.88,0.55,3,263,3,0,0,low,0
8405,0.82,0.55,3,207,2,0,0,high,0
8406,0.69,0.72,3,243,3,0,0,low,0
8407,0.57,0.54,3,157,4,1,0,high,0
8408,0.75,0.69,3,242,3,0,0,high,0
8409,0.6,0.98,4,265,2,0,0,low,0
8410,0.96,0.92,3,196,4,0,0,low,0
8411,0.75,0.67,4,135,2,0,0,high,0
8412,1,0.61,6,270,3,0,0,low,0
8413,0.92,0.97,4,201,2,0,0,medium,0
8414,0.84,0.93,5,225,4,0,0,high,0
8415,0.82,0.77,4,205,3,0,0,medium,0
8416,0.74,0.42,3,131,3,0,0,medium,0
8417,0.21,0.39,2,118,4,0,0,medium,0
8418,0.62,0.64,5,187,3,0,0,medium,0
8419,0.54,0.48,3,275,2,0,0,high,0
8420,0.55,0.97,5,125,4,0,0,medium,0
8421,0.84,0.55,4,270,3,1,0,medium,0
8422,0.61,0.56,2,123,2,0,0,medium,0
8423,0.64,0.53,3,281,3,0,0,high,0
8424,0.92,0.51,3,223,2,0,0,medium,0
8425,0.86,0.87,3,268,2,0,0,high,0
8426,0.6,0.74,4,174,3,0,0,low,0
8427,0.86,0.92,3,162,3,1,0,medium,0
8428,0.55,0.51,3,192,3,0,0,medium,0
8429,0.54,0.58,4,178,3,0,0,medium,0
8430,0.49,0.9,3,250,2,0,0,medium,0
8431,0.98,0.72,3,262,4,0,0,low,0
8432,0.55,0.55,5,194,3,1,0,low,0
8433,0.64,0.5,3,146,3,0,0,low,0
8434,0.54,0.53,4,245,2,0,0,low,0
8435,0.58,0.45,3,131,2,0,0,low,0
8436,0.57,0.37,3,108,4,0,0,low,0
8437,0.65,0.64,5,206,3,0,0,low,0
8438,0.6,0.4,3,146,4,1,0,low,0
8439,0.59,0.45,2,171,2,0,0,low,0
8440,0.77,0.5,4,173,2,1,0,low,0
8441,0.55,0.49,5,240,3,0,0,high,0
8442,0.5,0.6,4,199,2,0,0,low,0
8443,0.43,0.77,3,237,3,1,0,low,0
8444,0.58,0.84,3,258,4,0,0,low,0
8445,0.66,0.68,4,269,3,1,0,low,0
8446,0.7,0.8,5,245,4,0,0,high,0
8447,0.82,0.54,4,164,3,0,0,low,0
8448,0.49,0.49,4,256,3,1,0,low,0
8449,0.99,0.79,4,213,3,0,0,low,0
8450,0.96,0.73,3,193,3,1,0,high,0
8451,0.7,0.57,3,179,2,0,0,low,0
8452,0.22,0.89,6,278,5,1,0,medium,0
8453,0.91,0.52,3,256,2,0,0,high,0
8454,0.18,0.76,5,173,4,0,0,medium,0
8455,0.84,0.68,4,179,3,0,0,high,0
8456,0.66,0.38,4,145,5,0,0,medium,0
8457,0.49,0.65,3,168,4,0,0,medium,0
8458,0.88,0.89,4,213,3,0,0,medium,0
8459,0.69,0.91,6,150,5,0,0,medium,0
8460,0.83,0.75,3,262,3,0,0,medium,0
8461,0.56,0.84,4,149,4,1,0,medium,0
8462,0.95,0.77,5,139,2,0,0,medium,0
8463,0.56,1,3,272,2,0,0,medium,0
8464,0.93,0.73,3,252,4,0,0,high,0
8465,0.84,0.52,3,232,4,0,0,low,0
8466,0.84,0.48,3,266,2,0,0,medium,0
8467,0.52,0.65,4,264,3,0,0,medium,0
8468,0.98,0.8,4,142,2,0,0,medium,0
8469,0.66,0.64,5,208,4,0,0,medium,0
8470,0.92,0.49,5,178,2,1,0,medium,0
8471,0.71,0.8,5,192,3,0,0,medium,0
8472,0.65,0.92,4,242,2,0,0,medium,0
8473,0.23,0.47,4,277,5,0,0,medium,0
8474,0.71,0.97,3,173,2,1,0,medium,0
8475,0.21,0.65,4,276,6,0,0,high,0
8476,0.7,0.72,2,189,3,0,0,low,0
8477,0.9,0.5,4,139,2,0,0,low,0
8478,0.6,0.52,5,140,3,0,0,low,0
8479,0.58,0.63,5,191,3,1,0,high,0
8480,0.73,0.72,5,178,2,0,0,low,0
8481,0.56,0.67,4,184,3,0,0,low,0
8482,0.97,0.57,3,144,3,0,0,low,0
8483,0.92,0.91,3,160,2,0,0,high,0
8484,0.77,0.68,3,225,2,0,0,low,0
8485,0.97,0.81,5,266,2,0,0,low,0
8486,0.7,0.69,5,154,2,0,0,low,0
8487,0.78,0.82,4,142,2,1,0,low,0
8488,0.77,0.87,3,207,4,1,0,low,0
8489,0.66,0.53,4,162,3,0,0,low,0
8490,0.25,0.98,6,287,5,1,0,low,0
8491,0.89,0.87,2,270,6,1,0,medium,0
8492,0.15,0.66,5,160,4,1,0,medium,0
8493,0.26,0.91,6,113,2,0,0,medium,0
8494,0.74,0.58,4,178,4,0,0,medium,0
8495,0.52,0.83,3,153,2,0,0,medium,0
8496,0.95,0.62,4,255,2,0,0,medium,0
8497,0.66,0.82,4,257,3,1,0,medium,0
8498,0.79,0.66,4,243,3,0,0,medium,0
8499,0.98,0.94,3,179,3,0,0,medium,0
8500,0.4,0.37,3,123,2,0,0,medium,0
8501,1,0.68,3,132,2,0,0,medium,0
8502,0.71,0.79,3,134,3,0,0,medium,0
8503,0.48,0.45,3,277,2,1,0,high,0
8504,0.76,1,5,265,2,0,0,low,0
8505,0.61,0.62,4,269,4,0,0,medium,0
8506,0.74,0.9,4,156,4,0,0,medium,0
8507,0.24,0.94,6,237,5,0,0,medium,0
8508,0.79,0.97,3,271,2,0,0,medium,0
8509,0.75,0.98,3,206,2,0,0,low,0
8510,0.6,0.98,4,192,3,0,0,low,0
8511,0.72,0.95,4,230,3,0,0,low,0
8512,1,0.6,4,261,3,0,0,low,0
8513,0.55,0.88,3,173,3,1,0,low,0
8514,0.3,0.98,2,109,4,1,0,low,0
8515,0.89,0.59,3,247,4,0,0,low,0
8516,0.84,0.84,5,163,3,0,0,low,0
8517,0.67,0.64,4,149,4,0,0,low,0
8518,0.15,0.48,6,218,6,0,0,low,0
8519,0.59,0.75,4,194,2,0,0,low,0
8520,0.5,0.59,4,157,2,0,0,low,0
8521,0.23,0.68,5,244,3,0,0,low,0
8522,0.95,0.58,5,169,2,0,0,low,0
8523,0.31,0.53,2,146,3,1,0,low,0
8524,0.47,0.55,5,207,3,0,0,low,0
8525,0.26,0.95,3,195,5,0,0,low,0
8526,0.55,0.64,6,148,4,0,0,low,0
8527,0.89,0.58,3,272,2,0,0,low,0
8528,0.88,0.68,3,185,2,0,0,low,0
8529,0.98,0.62,5,260,2,1,0,low,0
8530,0.96,0.48,3,182,2,1,0,medium,0
8531,0.85,0.65,3,195,3,0,0,medium,0
8532,0.96,0.85,3,168,3,0,0,medium,0
8533,0.85,0.88,3,198,4,1,0,medium,0
8534,0.59,0.93,5,172,2,0,0,medium,0
8535,0.51,0.5,4,216,2,1,0,medium,0
8536,0.5,0.75,3,232,2,0,0,medium,0
8537,0.53,0.59,3,148,3,0,0,medium,0
8538,0.44,0.83,4,210,2,0,0,medium,0
8539,0.99,0.55,3,197,2,0,0,medium,0
8540,0.73,0.83,4,241,3,0,0,medium,0
8541,0.51,0.71,5,154,2,0,0,medium,0
8542,0.5,0.84,3,259,2,0,0,high,0
8543,0.52,0.76,4,106,2,1,0,low,0
8544,0.74,0.74,5,262,2,0,0,medium,0
8545,0.69,0.89,2,202,2,0,0,medium,0
8546,0.22,0.65,5,174,5,1,0,medium,0
8547,0.49,0.89,4,240,2,0,0,medium,0
8548,0.7,0.57,5,247,3,0,0,low,0
8549,0.68,0.63,4,148,3,0,0,low,0
8550,0.66,0.84,5,187,2,1,0,low,0
8551,0.99,0.58,4,183,3,0,0,low,0
8552,0.88,0.59,4,240,2,0,0,low,0
8553,0.2,0.54,4,149,3,0,0,low,0
8554,0.56,0.44,2,130,3,0,0,low,0
8555,0.68,0.85,4,203,2,0,0,low,0
8556,0.85,0.6,3,218,3,0,0,low,0
8557,0.95,0.95,4,204,3,1,0,low,0
8558,0.6,0.77,4,163,3,1,0,low,0
8559,0.61,0.53,4,183,3,0,0,low,0
8560,0.55,0.55,4,211,4,0,0,low,0
8561,0.64,0.78,5,156,5,1,0,low,0
8562,0.64,0.6,3,196,3,0,0,low,0
8563,0.87,0.54,4,162,2,0,0,low,0
8564,0.2,0.9,3,218,4,0,0,low,0
8565,0.99,0.64,4,135,2,1,0,low,0
8566,0.96,0.7,2,273,3,0,0,low,0
8567,0.53,0.65,3,241,3,0,0,low,0
8568,0.7,0.39,6,285,4,0,0,low,0
8569,0.68,0.61,6,236,3,0,0,medium,0
8570,0.96,0.48,4,222,3,0,0,medium,0
8571,0.64,0.64,4,242,3,0,0,medium,0
8572,0.86,0.65,5,166,3,0,0,medium,0
8573,0.87,0.84,3,172,3,0,0,medium,0
8574,0.53,0.56,4,249,2,0,0,medium,0
8575,0.72,0.98,4,180,2,0,0,medium,0
8576,0.83,0.59,4,197,4,0,0,medium,0
8577,0.97,0.54,5,185,2,0,0,medium,0
8578,0.92,0.76,3,171,2,0,0,medium,0
8579,0.82,0.95,6,191,6,0,0,medium,0
8580,0.59,0.56,4,250,2,0,0,medium,0
8581,0.84,0.95,5,199,3,0,0,high,0
8582,0.71,0.84,3,139,2,0,0,low,0
8583,0.49,0.98,3,224,3,0,0,medium,0
8584,0.78,0.61,3,227,3,0,0,medium,0
8585,0.84,0.81,4,198,2,0,0,medium,0
8586,0.85,0.96,5,165,5,0,0,medium,0
8587,0.87,0.93,4,199,3,0,0,low,0
8588,0.94,0.84,5,203,3,0,0,low,0
8589,0.82,0.97,4,243,3,1,0,low,0
8590,0.78,0.78,3,135,3,0,0,low,0
8591,0.47,0.55,4,100,4,1,0,low,0
8592,0.5,0.48,2,150,3,1,0,low,0
8593,0.75,0.82,4,252,3,0,0,low,0
8594,0.36,0.39,3,98,3,0,0,low,0
8595,0.91,0.61,3,262,3,0,0,low,0
8596,0.87,0.68,3,257,3,0,0,low,0
8597,0.97,0.94,3,160,3,0,0,low,0
8598,0.71,0.65,3,190,3,0,0,low,0
8599,0.83,0.65,3,231,2,0,0,low,0
8600,0.42,0.51,3,190,4,0,0,low,0
8601,0.53,0.51,4,181,3,0,0,low,0
8602,0.56,0.88,4,273,3,0,0,low,0
8603,0.26,0.7,5,214,6,1,0,low,0
8604,0.53,0.49,4,192,2,0,0,low,0
8605,0.99,0.73,4,224,2,0,0,low,0
8606,0.48,0.43,3,96,3,0,0,low,0
8607,0.91,0.5,3,276,4,0,0,low,0
8608,0.76,0.79,3,162,2,1,0,medium,0
8609,0.67,0.8,4,190,4,0,0,medium,0
8610,0.58,0.6,4,147,3,0,0,medium,0
8611,0.57,0.78,4,143,3,0,0,medium,0
8612,0.55,0.57,5,280,6,1,0,medium,0
8613,0.79,0.49,3,137,2,0,0,medium,0
8614,0.48,0.98,3,259,6,0,0,medium,0
8615,0.68,0.69,4,176,3,1,0,medium,0
8616,0.19,0.64,5,231,4,1,0,medium,0
8617,0.99,0.48,3,104,3,0,0,medium,0
8618,0.3,0.76,5,224,2,0,0,medium,0
8619,0.81,0.85,4,202,3,1,0,medium,0
8620,0.58,0.74,4,180,3,0,0,high,0
8621,0.74,0.61,3,228,2,1,0,low,0
8622,0.59,0.74,5,165,2,0,0,medium,0
8623,0.46,0.63,2,177,6,0,0,medium,0
8624,0.58,0.43,3,194,2,1,0,medium,0
8625,0.77,0.95,3,192,4,1,0,medium,0
8626,0.79,0.77,4,171,2,0,0,low,0
8627,0.51,0.95,3,187,2,0,0,low,0
8628,0.7,0.58,3,205,3,0,0,low,0
8629,0.84,0.73,5,230,4,1,0,low,0
8630,0.19,0.9,5,172,2,0,0,low,0
8631,0.9,0.52,4,167,3,1,0,low,0
8632,0.19,0.91,5,145,3,0,0,low,0
8633,0.96,0.53,3,166,3,0,0,low,0
8634,0.87,1,3,148,3,0,0,low,0
8635,0.5,0.89,5,223,3,0,0,low,0
8636,0.88,0.58,2,123,4,0,0,low,0
8637,0.55,0.99,3,158,3,0,0,low,0
8638,0.89,0.86,3,223,2,0,0,low,0
8639,0.58,0.69,3,252,3,0,0,low,0
8640,0.58,0.96,5,143,2,0,0,low,0
8641,0.34,0.88,5,131,6,0,0,low,0
8642,0.54,0.65,5,206,4,1,0,low,0
8643,0.59,0.54,4,210,3,0,0,low,0
8644,0.88,0.96,4,262,3,0,0,medium,0
8645,0.72,0.69,4,147,3,0,0,medium,0
8646,0.79,0.75,4,259,3,0,0,medium,0
8647,0.51,0.73,4,174,3,0,0,medium,0
8648,0.84,0.84,3,150,4,0,0,medium,0
8649,0.95,0.67,4,219,2,0,0,medium,0
8650,0.58,0.88,5,178,4,0,0,medium,0
8651,0.69,0.98,3,269,3,1,0,medium,0
8652,0.17,0.64,6,205,5,1,0,medium,0
8653,0.81,0.72,3,232,3,1,0,medium,0
8654,0.41,0.5,3,193,3,0,0,medium,0
8655,0.12,0.42,3,110,2,0,0,medium,0
8656,0.71,0.6,4,208,3,0,0,high,0
8657,0.32,0.69,5,157,4,0,0,low,0
8658,0.83,0.98,5,187,4,0,0,medium,0
8659,0.74,0.92,4,226,3,0,0,medium,0
8660,0.67,0.85,4,266,3,0,0,medium,0
8661,0.85,0.56,3,159,3,0,0,medium,0
8662,0.49,0.75,4,259,3,1,0,low,0
8663,0.7,0.74,4,150,3,1,0,low,0
8664,0.44,0.58,4,152,3,0,0,low,0
8665,0.5,0.87,5,245,2,0,0,low,0
8666,0.63,0.74,5,227,2,0,0,low,0
8667,0.87,0.77,4,261,3,0,0,low,0
8668,0.82,0.53,4,162,3,1,0,low,0
8669,0.97,0.89,4,193,3,0,0,low,0
8670,0.9,0.81,4,144,2,0,0,low,0
8671,0.41,0.5,6,151,2,0,0,low,0
8672,0.58,0.94,4,225,2,0,0,low,0
8673,0.77,0.5,5,170,2,0,0,low,0
8674,0.89,0.75,4,246,3,1,0,low,0
8675,0.64,0.72,4,254,3,0,0,low,0
8676,0.31,0.79,2,193,4,0,0,low,0
8677,0.6,0.88,4,175,3,0,0,low,0
8678,0.2,1,3,123,4,0,0,low,0
8679,0.13,0.6,3,178,5,0,0,low,0
8680,0.95,0.9,3,259,2,0,0,low,0
8681,0.15,0.96,5,201,6,0,0,low,0
8682,0.22,0.98,4,185,3,0,0,low,0
8683,0.33,0.51,2,166,3,0,0,medium,0
8684,0.23,0.96,4,213,4,0,0,medium,0
8685,0.85,0.79,4,138,2,0,0,medium,0
8686,0.79,0.57,3,168,2,0,0,medium,0
8687,0.6,0.6,4,197,3,0,0,medium,0
8688,0.89,0.74,5,220,3,0,0,medium,0
8689,0.65,0.92,3,101,3,1,0,medium,0
8690,0.61,0.7,4,175,3,1,0,medium,0
8691,0.4,0.79,5,181,5,0,0,medium,0
8692,0.49,0.57,3,157,3,0,0,medium,0
8693,0.95,0.75,3,247,2,0,0,medium,0
8694,0.85,1,5,244,2,0,0,medium,0
8695,0.24,0.39,4,152,5,0,0,high,0
8696,0.85,0.99,5,176,4,0,0,low,0
8697,0.99,0.98,5,241,2,0,0,medium,0
8698,0.49,0.49,4,240,2,0,0,medium,0
8699,0.56,0.73,3,226,3,0,0,medium,0
8700,0.65,0.66,6,240,4,0,0,medium,0
8701,0.62,0.68,3,253,5,1,0,low,0
8702,0.78,0.68,4,174,3,1,0,low,0
8703,0.54,0.7,3,213,2,0,0,low,0
8704,0.61,0.77,4,195,2,0,0,low,0
8705,0.49,0.99,6,230,4,0,0,low,0
8706,0.29,0.85,2,248,6,1,0,low,0
8707,0.64,0.79,4,274,2,1,0,low,0
8708,0.93,0.94,4,217,2,0,0,low,0
8709,0.16,0.66,6,229,6,0,0,low,0
8710,0.68,0.85,5,173,3,0,0,low,0
8711,0.71,0.8,2,146,4,0,0,low,0
8712,0.62,0.82,5,151,5,0,0,low,0
8713,0.74,0.75,2,137,3,1,0,low,0
8714,0.81,0.5,3,198,3,0,0,low,0
8715,0.2,0.82,4,190,5,0,0,low,0
8716,0.51,0.91,4,206,3,0,0,low,0
8717,0.55,0.99,4,238,3,0,0,low,0
8718,0.45,0.41,3,193,2,1,0,low,0
8719,0.91,0.61,4,176,3,0,0,low,0
8720,0.73,0.59,6,121,5,0,0,low,0
8721,0.98,0.88,4,145,2,0,0,low,0
8722,0.62,0.65,4,212,3,1,0,medium,0
8723,0.57,0.62,3,198,4,0,0,medium,0
8724,0.99,0.57,3,189,4,1,0,medium,0
8725,0.82,0.68,2,200,3,0,0,medium,0
8726,0.24,0.81,4,217,5,0,0,medium,0
8727,0.84,0.73,5,245,3,0,0,medium,0
8728,0.9,0.55,3,260,3,0,0,medium,0
8729,0.13,0.73,5,206,5,0,0,medium,0
8730,0.6,0.67,3,249,2,0,0,medium,0
8731,0.72,0.87,4,154,2,1,0,medium,0
8732,0.68,0.61,4,147,3,0,0,medium,0
8733,0.51,0.72,3,148,2,0,0,medium,0
8734,0.74,0.58,3,220,2,0,0,high,0
8735,0.86,0.73,3,241,3,0,0,low,0
8736,0.85,0.51,3,242,3,0,0,medium,0
8737,0.63,0.85,2,156,3,1,0,medium,0
8738,0.74,0.87,3,155,3,0,0,medium,0
8739,0.6,0.5,3,211,3,0,0,medium,0
8740,0.69,0.82,4,137,2,1,0,low,0
8741,0.56,0.96,2,269,2,0,0,low,0
8742,0.5,0.67,2,142,3,0,0,low,0
8743,0.84,0.5,5,267,2,0,0,low,0
8744,0.93,0.48,5,134,6,0,0,low,0
8745,0.12,0.5,5,287,4,0,0,low,0
8746,0.52,0.58,4,134,3,0,0,low,0
8747,0.6,0.54,3,185,2,0,0,low,0
8748,0.71,1,3,181,4,0,0,medium,0
8749,0.21,0.81,5,169,4,0,0,medium,0
8750,0.15,0.84,3,201,6,0,0,medium,0
8751,0.38,0.55,2,215,6,0,0,medium,0
8752,0.27,0.86,3,222,5,0,0,medium,0
8753,0.86,0.64,4,137,2,0,0,medium,0
8754,0.17,0.52,6,176,5,0,0,medium,0
8755,0.66,0.69,3,257,2,0,0,medium,0
8756,0.95,0.51,3,224,4,0,0,medium,0
8757,0.59,0.92,5,226,3,0,0,medium,0
8758,0.49,0.61,5,196,3,0,0,medium,0
8759,0.9,0.88,5,256,4,0,0,medium,0
8760,0.98,0.81,3,153,4,0,0,medium,0
8761,0.52,1,4,221,3,0,0,medium,0
8762,0.12,0.95,3,236,3,0,0,medium,0
8763,0.91,0.67,5,137,3,0,0,medium,0
8764,0.99,0.62,4,256,2,0,0,medium,0
8765,0.49,0.8,4,161,2,0,0,medium,0
8766,0.92,0.51,4,167,3,1,0,medium,0
8767,0.21,0.84,3,194,2,0,0,medium,0
8768,0.89,0.9,3,231,3,0,0,medium,0
8769,0.84,0.81,4,152,2,1,0,medium,0
8770,0.72,0.68,3,150,3,1,0,medium,0
8771,0.57,0.46,3,207,3,0,0,medium,0
8772,0.9,0.69,4,172,3,0,0,medium,0
8773,0.59,0.75,2,273,2,0,0,high,0
8774,0.97,0.69,4,134,3,0,0,high,0
8775,0.56,0.85,3,109,2,0,0,high,0
8776,0.78,0.59,4,124,3,1,0,high,0
8777,0.64,0.72,4,253,4,0,0,high,0
8778,0.58,0.9,5,224,3,0,0,high,0
8779,0.68,0.58,3,217,2,0,0,high,0
8780,0.82,0.73,3,148,4,0,0,high,0
8781,0.83,0.78,5,240,3,0,0,high,0
8782,0.49,0.49,2,226,3,0,0,high,0
8783,0.57,0.95,4,176,3,0,0,high,0
8784,0.66,0.93,4,248,3,0,0,high,0
8785,0.78,0.6,2,206,2,0,0,low,0
8786,0.55,0.8,3,192,3,1,0,low,0
8787,0.98,0.62,3,140,4,0,0,low,0
8788,0.89,0.51,4,141,3,0,0,low,0
8789,0.67,0.83,3,220,3,0,0,low,0
8790,1,0.49,4,140,3,0,0,low,0
8791,0.67,0.44,4,194,2,1,0,low,0
8792,0.2,0.98,2,228,3,0,0,low,0
8793,0.71,0.87,4,238,3,0,0,low,0
8794,0.65,0.91,3,207,3,0,0,low,0
8795,0.82,0.82,4,164,2,0,0,low,0
8796,0.48,0.89,3,224,3,0,0,low,0
8797,0.96,0.9,4,201,3,0,0,low,0
8798,0.52,0.63,3,171,2,0,0,low,0
8799,0.24,0.78,5,131,5,0,0,low,0
8800,0.92,0.95,6,239,4,0,0,medium,0
8801,0.66,0.89,3,202,3,1,0,medium,0
8802,0.93,0.68,3,137,3,1,0,medium,0
8803,0.77,0.59,4,153,3,0,0,medium,0
8804,0.6,0.48,4,219,4,1,0,medium,0
8805,0.78,0.49,3,194,3,1,0,medium,0
8806,0.6,0.53,4,228,3,0,0,medium,0
8807,0.31,1,4,177,5,0,0,medium,0
8808,0.49,0.68,3,181,3,0,0,medium,0
8809,0.33,0.95,4,280,3,0,0,medium,0
8810,0.76,0.91,3,133,2,0,0,medium,0
8811,0.65,0.63,3,237,3,0,0,medium,0
8812,0.88,0.75,5,152,3,0,0,high,0
8813,0.52,0.92,5,280,6,1,0,high,0
8814,0.48,0.5,6,253,4,0,0,high,0
8815,0.2,0.59,5,105,4,0,0,high,0
8816,0.93,0.84,3,159,3,0,0,high,0
8817,0.55,0.92,4,257,2,0,0,high,0
8818,0.73,0.64,3,202,4,0,0,high,0
8819,0.57,0.56,3,241,3,0,0,high,0
8820,0.63,0.8,3,267,3,0,0,low,0
8821,0.23,0.88,4,175,6,0,0,low,0
8822,0.93,0.53,3,257,2,1,0,low,0
8823,0.78,0.86,4,240,3,0,0,low,0
8824,0.75,0.73,5,181,3,1,0,low,0
8825,0.61,0.82,3,271,3,0,0,low,0
8826,0.36,0.97,5,151,3,0,0,low,0
8827,0.59,0.67,2,168,3,0,0,low,0
8828,0.78,0.63,4,265,3,0,0,medium,0
8829,0.93,0.53,5,204,2,0,0,medium,0
8830,0.67,0.72,4,223,3,0,0,medium,0
8831,0.52,0.63,4,136,2,0,0,medium,0
8832,0.69,0.95,5,184,2,0,0,medium,0
8833,0.25,0.8,5,186,4,1,0,medium,0
8834,0.4,0.43,3,128,3,0,0,medium,0
8835,0.98,0.83,5,211,3,0,0,medium,0
8836,0.92,0.89,4,236,4,1,0,medium,0
8837,0.57,0.98,3,214,2,0,0,medium,0
8838,0.81,0.52,4,274,3,0,0,medium,0
8839,0.56,0.67,5,165,3,1,0,medium,0
8840,0.86,0.71,5,235,4,0,0,medium,0
8841,0.74,0.9,4,189,2,0,0,medium,0
8842,0.57,0.61,3,112,5,0,0,medium,0
8843,0.9,0.64,3,163,3,0,0,medium,0
8844,0.8,0.57,3,162,2,0,0,medium,0
8845,0.22,0.8,4,149,5,0,0,medium,0
8846,0.73,0.84,4,238,2,0,0,medium,0
8847,0.48,0.47,3,160,3,0,0,medium,0
8848,0.52,0.94,3,263,3,0,0,medium,0
8849,0.53,0.71,4,271,3,0,0,medium,0
8850,0.97,0.48,4,221,3,0,0,medium,0
